       0     1.5       2      56      74           0    0.00    1.00    0.00   -0.05    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0     1.5       2      74      97           0    0.00    1.00    0.00   -0.05    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       1     1.5       2      97     133        6579    0.34    1.00    0.00   -0.00    2.60    0.00    0.00    0.72   -0.75    1.19   -1.16    0.29   -0.29   -0.41    0.40   -0.13    0.12    3.43   -3.42    2.25   -2.32    1.22   -1.18    0.00    0.00    0.00    0.00    0.00    0.00   -0.01    0.01    0.00    0.00    0.00    0.00   -0.83    0.79   -1.83    1.76   -0.91    0.89    0.15   -0.16    0.60   -0.62    0.00    0.00    0.47   -0.50    0.19   -0.19    0.00    0.00    0.38   -0.37    0.00    0.00    0.00    0.00   -4.20    4.20    3.27   -3.07    3.83   -3.89    0.12   -0.12
       1     1.5       2     133     174      1461.2    0.40    1.00    0.00   -0.05    2.60    0.00    0.00    0.70   -0.67    1.13   -1.19    0.14   -0.15   -0.15    0.14   -0.07    0.07    2.77   -2.60    2.25   -2.11    1.03   -1.06    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.01    0.00    0.00    0.00    0.00   -0.58    0.67   -1.52    1.63   -0.37    0.38    0.12   -0.14    0.71   -0.68    0.00    0.00    0.28   -0.27    0.13   -0.14    0.00    0.00    0.12   -0.12    0.00    0.00    0.00    0.00    1.56   -1.56    0.32   -0.31    1.46   -1.94   -0.08    0.08
       1     1.5       2     174     220      396.07    0.33    1.00    0.05   -0.05    2.60    0.00    0.00    0.77   -0.82    1.27   -1.29    0.10   -0.11   -0.12    0.12   -0.02    0.00    2.46   -2.62    2.51   -2.67    1.13   -1.16    0.00    0.00    0.00    0.00    0.00    0.00   -0.03    0.01    0.00    0.00    0.00    0.00   -0.51    0.36   -1.89    1.75   -0.07    0.03    0.18   -0.16    0.89   -0.91    0.00    0.00    0.25   -0.22    0.11   -0.13    0.00    0.00    0.05   -0.05    0.00    0.00    0.00    0.00   -0.54    0.54    0.22   -0.22    2.08   -1.75    0.00   -0.00
       1     1.5       2     220     272      112.05    0.41    1.00    0.10   -0.05    2.60    0.00    0.00    0.77   -0.73    1.26   -1.33   -0.03    0.04    0.05   -0.04   -0.00    0.03    2.13   -2.07    2.62   -2.53    0.97   -0.93    0.00    0.00    0.00    0.00    0.00    0.00    0.08   -0.07    0.00    0.00    0.00    0.00   -0.31    0.39   -1.77    1.83    0.24   -0.17    0.16   -0.14    0.86   -0.85    0.00    0.00    0.20   -0.18    0.06   -0.05    0.00    0.00   -0.07    0.07    0.00    0.00    0.00    0.00    0.03   -0.03    0.19   -0.19    2.49   -1.89   -0.01    0.01
       1     1.5       2     272     330      35.881    0.36    1.00    0.10   -0.10    2.60    0.00    0.00    0.84   -0.80    1.37   -1.24   -0.04    0.06    0.05   -0.03   -0.01   -0.01    1.90   -1.81    2.63   -2.60    0.97   -0.93    0.00    0.00    0.00    0.00    0.00    0.00    0.02   -0.03    0.00    0.00    0.00    0.00   -0.22    0.29   -1.74    1.79    0.60   -0.58    0.15   -0.14    0.99   -0.98    0.00    0.00    0.12   -0.12   -0.01    0.02    0.00    0.00   -0.10    0.10    0.00    0.00    0.00    0.00   -0.23    0.23    0.19   -0.18    2.26   -1.33    0.01   -0.01
       1     1.5       2     330     395      11.926    0.29    1.00    0.15   -0.15    2.60    0.00    0.00    0.85   -0.91    1.43   -1.48   -0.16    0.09    0.10   -0.17    0.12   -0.13    1.69   -1.72    2.86   -2.72    0.89   -0.93    0.00    0.00    0.00    0.00    0.00    0.00    0.06   -0.07    0.00    0.00    0.00    0.00   -0.14    0.07   -2.00    2.00    0.90   -0.97    0.15   -0.20    1.09   -1.12    0.00    0.00    0.12   -0.14    0.04   -0.04    0.00    0.00   -0.19    0.16    0.00    0.00    0.00    0.00   -0.13    0.13    0.19   -0.19    2.43   -1.43    0.00   -0.00
       1     1.5       2     395     468      4.0994    0.25    1.00    0.20   -0.15    2.60    0.00    0.00    0.89   -0.86    1.53   -1.47   -0.17    0.20    0.19   -0.15    0.05   -0.06    1.43   -1.36    2.86   -2.85    0.80   -0.79    0.00    0.00    0.00    0.00    0.00    0.00    0.08   -0.07    0.00    0.00    0.00    0.00    0.06   -0.02   -1.97    2.03    1.29   -1.24    0.18   -0.17    1.17   -1.11    0.00    0.00    0.11   -0.11   -0.07    0.08    0.00    0.00   -0.16    0.18    0.00    0.00    0.00    0.00   -0.16    0.16    0.20   -0.20    2.40   -1.33   -0.00    0.00
       1     1.5       2     468     548      1.4144    0.20    1.00    0.20   -0.20    2.60    0.00    0.00    0.99   -1.01    1.58   -1.59   -0.30    0.29    0.26   -0.29    0.20   -0.19    1.23   -1.25    3.09   -3.01    0.83   -0.85    0.00    0.00    0.00    0.00    0.00    0.00    0.10   -0.09    0.00    0.00    0.00    0.00    0.04   -0.09   -2.19    2.16    1.63   -1.63    0.20   -0.20    1.33   -1.34    0.00    0.00    0.07   -0.07   -0.06    0.06    0.00    0.00   -0.19    0.20    0.00    0.00    0.00    0.00   -0.17    0.17    0.23   -0.23    2.43   -1.31   -0.00    0.00
       1     1.5       2     548     638     0.49551    0.16    1.00    0.20   -0.20    2.60    0.00    0.00    1.05   -1.02    1.76   -1.72   -0.22    0.26    0.42   -0.38    0.18   -0.17    1.04   -1.00    3.31   -3.25    0.89   -0.85    0.00    0.00    0.00    0.00    0.00    0.00    0.06   -0.06    0.00    0.00    0.00    0.00    0.34   -0.30   -2.28    2.38    2.09   -2.11    0.21   -0.19    1.51   -1.51    0.00    0.00    0.05   -0.05   -0.05    0.06    0.00    0.00   -0.14    0.14    0.00    0.00    0.00    0.00   -0.20    0.20    0.27   -0.27    2.42   -1.28    0.00    0.00
       1     1.5       2     638     737      0.1662    0.23    1.00    0.20   -0.20    2.60    0.00    0.00    1.13   -1.17    1.87   -1.85   -0.50    0.45    0.29   -0.35    0.13   -0.16    0.67   -0.68    3.42   -3.26    0.73   -0.75    0.00    0.00    0.00    0.00    0.00    0.00    0.14   -0.16    0.00    0.00    0.00    0.00    0.29   -0.34   -2.66    2.65    2.76   -2.68    0.22   -0.24    1.60   -1.58    0.00    0.00    0.08   -0.08   -0.08    0.07    0.00    0.00   -0.14    0.13    0.00    0.00    0.00    0.00   -0.22    0.22    0.32   -0.32    2.53   -1.38   -0.00    0.00
       1     1.5       2     737     846    0.054005    0.38    1.00    0.26   -0.20    2.60    0.00    0.00    1.31   -1.26    2.14   -2.12   -0.30    0.34    0.61   -0.55    0.37   -0.33    0.50   -0.50    3.79   -3.67    0.74   -0.72    0.00    0.00    0.00    0.00    0.00    0.00    0.13   -0.13    0.00    0.00    0.00    0.00    0.51   -0.48   -2.97    3.22    3.26   -3.18    0.25   -0.23    1.93   -1.91    0.00    0.00    0.09   -0.08   -0.06    0.08    0.00    0.00   -0.01    0.03    0.00    0.00    0.00    0.00   -0.25    0.25    0.39   -0.38    2.53   -1.38   -0.00    0.00
       1     1.5       2     846     967    0.016477    0.65    1.00    0.31   -0.20    2.60    0.00    0.00    1.39   -1.33    2.28   -2.24   -0.74    0.69    0.45   -0.54    0.24   -0.31    0.11   -0.10    3.99   -3.77    0.81   -0.82    0.00    0.00    0.00    0.00    0.00    0.00    0.16   -0.16    0.00    0.00    0.00    0.00    0.72   -0.62   -3.51    3.45    4.09   -4.01    0.28   -0.32    1.94   -1.91    0.00    0.00    0.07   -0.09   -0.15    0.13    0.00    0.00   -0.00   -0.04    0.00    0.00    0.00    0.00   -0.30    0.30    0.47   -0.46    2.69   -1.61   -0.00    0.00
       1     1.5       2     967    1101   0.0046325    1.16    1.00    0.00    0.00    2.60    0.00    0.00    1.78   -1.69    2.78   -2.64   -0.40    0.62    0.98   -0.72    0.53   -0.37    0.06    0.06    3.99   -4.08    0.72   -0.47    0.00    0.00    0.00    0.00    0.00    0.00    0.19   -0.20    0.00    0.00    0.00    0.00    0.96   -1.06   -4.46    4.67    4.71   -4.38    0.23   -0.16    2.70   -2.62    0.00    0.00   -0.02    0.01   -0.04    0.02    0.00    0.00    0.37   -0.27    0.00    0.00    0.00    0.00   -0.35    0.35    0.57   -0.56    2.62   -1.59   -0.01    0.01
       1     1.5       2    1101    1248   0.0012167    2.15    1.00    0.00    0.00    2.60    0.00    0.00    1.16   -1.71    2.46   -2.64   -1.16    0.71    0.50   -1.00    0.42   -0.87   -1.05    0.56    5.58   -4.69    0.55   -1.14    0.00    0.00    0.00    0.00    0.00    0.00    0.25   -0.37    0.00    0.00    0.00    0.00    0.66   -0.59   -4.89    5.76    5.92   -5.90    0.43   -0.64    2.10   -2.28    0.00    0.00    0.03   -0.05    0.24   -0.23    0.00    0.00    0.27   -0.60    0.00    0.00    0.00    0.00   -0.43    0.43    0.69   -0.68    2.69   -1.85   -0.01    0.01
       1     1.5       2    1248    1410   0.0002361    4.95    1.00    0.00    0.00    2.60    0.00    0.00    3.94   -2.97    5.92   -4.79   -0.68    1.38    1.67   -0.78    0.79   -0.42   -0.91    1.20    5.40   -6.20    0.98   -0.23    0.00    0.00    0.00    0.00    0.00    0.00    0.49   -0.53    0.00    0.00    0.00    0.00    2.11   -1.83   -9.17    9.42    7.26   -7.12    0.24   -0.12    5.47   -4.55    0.00    0.00   -0.01    0.04   -0.09   -0.09    0.00    0.00    1.33   -1.25    0.00    0.00    0.00    0.00   -0.56    0.56    0.84   -0.83    3.57   -3.07   -0.01    0.01
       1     1.5       2    1410    1588  5.5642e-05    8.85    1.00    0.00    0.00    2.60    0.00    0.00   -1.06    0.42   -0.36   -1.59   -0.09   -0.43   -0.87    0.04   -0.31    0.21   -0.49    0.55    5.42   -5.70   -0.44    0.09    0.00    0.00    0.00    0.00    0.00    0.00    0.31    0.38    0.00    0.00    0.00    0.00   -0.01    0.26   -6.40    5.69    7.44   -9.45    0.40   -0.50   -0.66   -1.17    0.00    0.00    0.01   -0.03    0.23    0.47    0.00    0.00    0.27    0.06    0.00    0.00    0.00    0.00   -0.69    0.69    1.03   -1.01    1.07   -0.49    0.05   -0.06
       1     1.5       2    1588    1784  6.0843e-06   28.16    1.00    0.00    0.00    2.60    0.00    0.00   16.49   -7.10   17.09   -7.49   -5.33    8.13    8.59   -5.47    6.91   -4.02   -4.93   13.58    7.58   -0.25    7.04   -3.90    0.00    0.00    0.00    0.00    0.00    0.00    5.08   -4.20    0.00    0.00    0.00    0.00    8.15   -4.00  -16.60   38.72    6.72    7.63    4.99   -0.99   16.96   -6.59    0.00    0.00   -0.01    0.02    5.18   -1.55    0.00    0.00   13.87   -5.48    0.00    0.00    0.00    0.00   -1.45    1.45    2.73   -2.59    5.51   -7.62   -0.23    0.24
       0     1.5       2    1784    2000           0    0.00    1.00    0.00    0.00    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0     1.5       2    2000    2238           0    0.00    1.00    0.00    0.00    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0       2     2.5      56      74           0    0.00    1.00    0.05   -0.05    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0       2     2.5      74      97           0    0.00    1.00    0.05   -0.05    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0       2     2.5      97     133        4227    0.42    1.00    0.00   -0.10    2.60    0.00    0.00    0.77   -0.77    1.24   -1.18    0.30   -0.28   -0.40    0.42   -0.12    0.11    3.69   -3.36    2.15   -1.95    3.42   -3.13    0.06   -0.06    0.00    0.00    0.00    0.00   -0.10    0.09   -0.00    0.00    0.00    0.00   -2.29    2.53   -0.96    1.01   -0.55    0.58    0.23   -0.23    1.11   -1.07    0.00    0.00    0.48   -0.46    0.18   -0.19    0.00    0.00    0.27   -0.25    0.00   -0.01    0.00    0.00   -3.97    3.97    3.61   -3.37    3.46   -4.44   -0.22    0.21
       0       2     2.5     133     174      899.19    0.50    1.00    0.05   -0.05    2.60    0.00    0.00    0.73   -0.69    1.18   -1.24    0.15   -0.15   -0.14    0.15   -0.09    0.10    2.68   -2.86    2.06   -2.25    2.80   -2.95    0.03   -0.04    0.00    0.00    0.00    0.00   -0.01    0.03    0.00   -0.00    0.00    0.00   -1.35    1.29   -2.03    1.89   -0.09    0.13    0.25   -0.25    1.09   -1.15    0.00    0.00    0.29   -0.30    0.15   -0.14    0.00    0.00    0.20   -0.21   -0.00    0.00    0.00    0.00    1.26   -1.26    0.40   -0.40   -0.58   -2.43    0.01   -0.01
       0       2     2.5     174     220      222.14    0.42    1.00    0.10   -0.00    2.60    0.00    0.00    0.84   -0.98    1.43   -1.41    0.10   -0.14   -0.15    0.11   -0.01   -0.01    2.98   -2.63    2.97   -2.60    3.11   -2.86    0.04   -0.03    0.00    0.00    0.00    0.00   -0.01   -0.05   -0.00    0.00    0.00    0.00   -0.86    0.78   -2.75    2.99    0.28   -0.37    0.22   -0.30    1.58   -1.39    0.00    0.00    0.23   -0.29    0.09   -0.11    0.00    0.00    0.08   -0.12    0.00   -0.00    0.00    0.00   -0.59    0.59    0.27   -0.27    1.92   -2.45   -0.01    0.01
       0       2     2.5     220     272      59.652    0.53    1.00    0.00   -0.10    2.60    0.00    0.00    0.85   -0.67    1.36   -1.25   -0.03    0.07    0.08   -0.04   -0.02    0.04    2.12   -2.07    2.55   -2.60    2.55   -2.43    0.01   -0.05    0.00    0.00    0.00    0.00    0.12   -0.05    0.01   -0.01    0.00    0.00   -0.02    0.22   -3.25    3.36    0.62   -0.47    0.32   -0.21    1.35   -1.40    0.00    0.00    0.24   -0.17    0.06   -0.05    0.00    0.00    0.05    0.01   -0.00    0.00    0.00    0.00   -0.06    0.06    0.23   -0.23    1.79   -2.33   -0.01    0.01
       0       2     2.5     272     330      17.605    0.50    1.00    0.00   -0.00    2.60    0.00    0.00    0.91   -1.00    1.50   -1.61   -0.06    0.08    0.08   -0.06    0.06   -0.04    2.08   -2.22    2.98   -3.23    2.56   -2.76    0.01   -0.01    0.00    0.00    0.00    0.00    0.16   -0.18   -0.00    0.00    0.00    0.00    0.40   -0.60   -4.55    4.21    1.07   -1.23    0.26   -0.31    1.60   -1.71    0.00    0.00    0.16   -0.15   -0.01    0.02    0.00    0.00    0.03   -0.05    0.00    0.00    0.00    0.00   -0.27    0.27    0.21   -0.21    1.92   -2.14   -0.01    0.01
       0       2     2.5     330     395      5.2034    0.41    1.00    0.10   -0.00    2.60    0.00    0.00    1.17   -0.88    1.87   -1.46   -0.17    0.17    0.18   -0.17    0.14   -0.14    2.10   -1.64    3.50   -2.86    2.71   -2.13    0.04   -0.02    0.00    0.00    0.00    0.00    0.22   -0.19    0.01   -0.00    0.00    0.00    1.41   -1.02   -4.95    5.41    1.69   -1.26    0.38   -0.34    2.13   -1.72    0.00    0.00    0.19   -0.21    0.04   -0.05    0.00    0.00   -0.03    0.05   -0.00   -0.00    0.00    0.00   -0.16    0.16    0.21   -0.21    2.05   -2.13   -0.01    0.01
       0       2     2.5     395     468      1.5309    0.38    1.00    0.00   -0.10    2.60    0.00    0.00    1.04   -1.23    1.75   -1.95   -0.32    0.22    0.20   -0.31    0.07   -0.12    1.55   -1.85    3.59   -3.84    2.29   -2.56   -0.00   -0.02    0.00    0.00    0.00    0.00    0.26   -0.34   -0.00   -0.00    0.00    0.00    1.99   -2.22   -6.42    6.57    2.03   -2.31    0.28   -0.40    2.12   -2.37    0.00    0.00    0.10   -0.13   -0.11    0.09    0.00    0.00   -0.09    0.05    0.00   -0.00    0.00    0.00   -0.18    0.18    0.21   -0.21    2.20   -2.21   -0.01    0.01
       0       2     2.5     468     548     0.43386    0.31    1.00    0.00   -0.00    2.60    0.00    0.00    1.29   -1.14    2.03   -1.97   -0.29    0.41    0.39   -0.26    0.27   -0.21    1.55   -1.29    3.88   -3.80    2.26   -2.10    0.02   -0.01    0.00    0.00    0.00    0.00    0.42   -0.29    0.01   -0.00    0.00    0.00    2.79   -2.78   -7.78    7.87    2.68   -2.61    0.45   -0.31    2.62   -2.57    0.00    0.00    0.14   -0.12   -0.06    0.07    0.00    0.00   -0.07    0.11   -0.00    0.00    0.00    0.00   -0.15    0.15    0.23   -0.23    2.21   -2.23   -0.01    0.01
       0       2     2.5     548     638     0.12026    0.29    1.00    0.00   -0.00    2.60    0.00    0.00    1.32   -1.41    2.24   -2.19   -0.42    0.30    0.46   -0.59    0.20   -0.26    1.18   -1.32    4.35   -4.11    2.18   -2.20   -0.00   -0.01    0.00    0.00    0.00    0.00    0.38   -0.49   -0.00   -0.00    0.00    0.00    3.99   -3.86   -8.98   10.10    3.62   -3.52    0.38   -0.50    3.13   -3.02    0.00    0.00    0.11   -0.14   -0.10    0.08    0.00    0.00   -0.15    0.09   -0.00   -0.00    0.00    0.00   -0.14    0.14    0.26   -0.26    2.08   -2.20   -0.01    0.01
       0       2     2.5     638     737    0.030045    0.50    1.00    0.00   -0.00    2.60    0.00    0.00    1.65   -1.56    2.69   -2.68   -0.49    0.70    0.59   -0.39    0.29   -0.19    0.96   -0.75    4.79   -4.88    2.02   -1.95    0.01   -0.00    0.00    0.00    0.00    0.00    0.68   -0.51    0.00    0.00    0.00    0.00    5.25   -5.25  -12.17   12.01    4.53   -4.57    0.57   -0.40    3.79   -3.85    0.00    0.00    0.12   -0.08   -0.07    0.10    0.00    0.00   -0.10    0.18    0.00   -0.00    0.00    0.00   -0.13    0.13    0.29   -0.29    2.16   -2.37   -0.01    0.01
       0       2     2.5     737     846   0.0063627    1.02    1.00    0.00    0.00    2.60    0.00    0.00    1.92   -1.92    3.00   -3.03   -0.78    0.45    0.71   -0.99    0.42   -0.57    0.49   -0.65    5.94   -5.27    1.76   -1.84   -0.00    0.00    0.00    0.00    0.00    0.00    0.72   -1.02   -0.00   -0.00    0.00    0.00    7.69   -7.19  -13.58   17.26    6.53   -6.12    0.49   -0.67    5.23   -4.76    0.00    0.00    0.13   -0.14   -0.13    0.12    0.00    0.00   -0.24    0.11   -0.00   -0.00    0.00    0.00   -0.13    0.13    0.34   -0.33    2.39   -2.85   -0.02    0.02
       0       2     2.5     846     967   0.0011666    2.22    1.00    0.00    0.00    2.60    0.00    0.00    2.55   -1.61    4.27   -3.36   -0.36    1.49    1.32   -0.14    0.68   -0.18    0.15   -0.03    6.54   -6.36    2.30   -1.22    0.00   -0.00    0.00    0.00    0.00    0.00    1.50   -0.22    0.00    0.00    0.00    0.00    9.05   -8.98  -19.80   19.48    8.07   -7.51    1.04   -0.37    6.25   -5.81    0.00    0.00   -0.00   -0.12   -0.20    0.16    0.00    0.00    0.45    0.24    0.00    0.00    0.00    0.00   -0.15    0.15    0.40   -0.39    1.97   -2.63   -0.02    0.02
       0       2     2.5     967    1101  0.00016089    5.69    1.00    0.00    0.00    2.60    0.00    0.00    0.68   -4.97    1.68   -6.39   -3.01   -0.01    0.14   -3.67    0.54   -1.98   -1.05    0.37    5.51   -8.93   -0.60   -3.39   -0.00    0.00    0.00    0.00    0.00    0.00   -0.35   -3.61   -0.00   -0.00    0.00    0.00   10.90  -13.91  -22.98   28.13    8.71  -12.43    0.41   -1.96    5.04   -8.64    0.00    0.00    0.35   -0.18    0.01   -0.30    0.00    0.00   -1.60   -0.80   -0.00   -0.00    0.00    0.00   -0.17    0.17    0.50   -0.49    1.85   -3.78    0.00   -0.00
       0       2     2.5    1101    1248  1.6291e-05   17.68    1.00    0.00    0.00    2.60    0.00    0.00   12.72   -1.13   19.88   -4.68    0.90    4.20    4.06    1.33    2.55    1.17   -0.42    2.73   24.86   -5.41    8.43   -0.03    0.00   -0.00    0.00    0.00    0.00    0.00    8.02    2.19    0.00    0.00    0.00    0.00   33.18   -4.39  -23.41   46.83   31.99   -3.74    2.67    1.16   25.78   -5.68    0.00    0.00    1.22   -0.01    1.36   -0.10    0.00    0.00    4.14    3.10    0.00    0.00    0.00    0.00   -0.56    0.56    1.39   -1.35   -0.90   -1.88    0.03   -0.01
       0       2     2.5    1248    1410           0    0.00    1.00    0.00    0.00    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0       2     2.5    1410    1588           0    0.00    1.00    0.00    0.00    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
       0       2     2.5    1588    1784           0    0.00    1.00    0.00    0.00    2.60    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00    0.00
